      0.0000000000      0.0000000000      1.0000000000      0.0000000000      0.0000000000      1.0000000000
      0.0125000000      0.2520589293      0.9999999949      0.0000000000      0.0000000051      1.0000000000
      0.0250000000      0.9955289765      0.9999994976      0.0000000003      0.0000005021      1.0000000000
      0.0375000000      2.1929304887      0.9999940254      0.0000000228      0.0000059518      1.0000000000
      0.0500000000      3.7839003173      0.9999670734      0.0000004000      0.0000325266      1.0000000000
      0.0625000000      5.6882348320      0.9998804196      0.0000033963      0.0001161841      1.0000000000
      0.0750000000      7.8099331291      0.9996678346      0.0000181620      0.0003140034      1.0000000000
      0.0875000000     10.0420366082      0.9992371044      0.0000699867      0.0006929089      1.0000000000
      0.1000000000     12.2720209469      0.9984820091      0.0002104807      0.0013075102      1.0000000000
      0.1125000000     14.3874686522      0.9973006534      0.0005207861      0.0021785605      1.0000000000
      0.1250000000     16.2817362272      0.9956128212      0.0011011859      0.0032859929      1.0000000000
      0.1375000000     17.8593302608      0.9933698843      0.0020486780      0.0045814377      1.0000000000
      0.1500000000     19.0407214202      0.9905557787      0.0034320868      0.0060121345      1.0000000000
      0.1625000000     19.7663536673      0.9871830291      0.0052745388      0.0075424321      1.0000000000
      0.1750000000     19.9996465847      0.9832902050      0.0075465132      0.0091632818      1.0000000000
      0.1875000000     19.7288394598      0.9789455321      0.0101664399      0.0108880280      1.0000000000
      0.2000000000     18.9675841633      0.9742569000      0.0130050776      0.0127380224      1.0000000000
      0.2125000000     17.7542569343      0.9693830827      0.0158936960      0.0147232212      1.0000000000
      0.2250000000     16.1500237653      0.9645367120      0.0186398642      0.0168234237      1.0000000000
      0.2375000000     14.2357569151      0.9599690746      0.0210542298      0.0189766956      1.0000000000
      0.2500000000     12.1079579943      0.9559326495      0.0229859552      0.0210813954      1.0000000000
      0.2625000000      9.8738931465      0.9526288919      0.0243566206      0.0230144875      1.0000000000
      0.2750000000      7.6461855705      0.9501601665      0.0251784910      0.0246613425      1.0000000000
      0.2875000000      5.5371379834      0.9485071942      0.0255474540      0.0259453518      1.0000000000
      0.3000000000      3.6530712406      0.9475429347      0.0256119013      0.0268451640      1.0000000000
      0.3125000000      2.0889645113      0.9470764374      0.0255293039      0.0273942587      1.0000000000
      0.3250000000      0.9236672090      0.9469075532      0.0254257741      0.0276666727      1.0000000000
      0.3375000000      0.2159240518      0.9468728179      0.0253697106      0.0277574715      1.0000000000
      0.3500000000      0.0000000000      0.9468717731      0.0253631355      0.0277650913      1.0000000000
      0.3625000000      0.0000000000      0.9468717731      0.0253631355      0.0277650913      1.0000000000
      0.3750000000      0.0000000000      0.9468717731      0.0253631355      0.0277650913      1.0000000000
